Date,Category,Description,Amount,Payment_Method,Type
2024-06-04,Transport,Transport expense,46.09,Cash,Expense
2024-06-04,Entertainment,Entertainment expense,755.87,Credit Card,Expense
2024-06-04,Entertainment,Entertainment expense,789.24,Cash,Expense
2024-06-05,Health,Health expense,1034.14,Net Banking,Expense
2024-06-05,Others,Others expense,1180.65,Net Banking,Expense
2024-06-06,Food,Food expense,474.33,Cash,Expense
2024-06-07,Others,Others expense,733.04,Net Banking,Expense
2024-06-07,Food,Food expense,413.58,UPI,Expense
2024-06-07,Bills,Bills expense,2354.22,UPI,Expense
2024-06-07,Shopping,Shopping expense,2132.24,Cash,Expense
2024-06-07,Food,Food expense,533.79,Credit Card,Expense
2024-06-08,Transport,Transport expense,92.17,Credit Card,Expense
2024-06-08,Education,Education expense,4301.72,UPI,Expense
2024-06-08,Shopping,Shopping expense,4148.4,Debit Card,Expense
2024-06-08,Bills,Bills expense,2537.64,Cash,Expense
2024-06-09,Rent,Rent expense,8470.23,Credit Card,Expense
2024-06-09,Transport,Transport expense,263.81,Cash,Expense
2024-06-09,Shopping,Shopping expense,711.58,Debit Card,Expense
2024-06-10,Food,Food expense,247.76,Cash,Expense
2024-06-10,Food,Food expense,599.14,Debit Card,Expense
2024-06-10,Food,Food expense,524.82,Cash,Expense
2024-06-11,Rent,Rent expense,12013.06,UPI,Expense
2024-06-11,Entertainment,Entertainment expense,868.32,Cash,Expense
2024-06-11,Entertainment,Entertainment expense,901.87,UPI,Expense
2024-06-12,Transport,Transport expense,480.55,UPI,Expense
2024-06-12,Food,Food expense,117.75,Debit Card,Expense
2024-06-12,Entertainment,Entertainment expense,229.67,Credit Card,Expense
2024-06-12,Entertainment,Entertainment expense,930.67,UPI,Expense
2024-06-12,Education,Education expense,4468.43,UPI,Expense
2024-06-13,Shopping,Shopping expense,4756.67,Credit Card,Expense
2024-06-14,Transport,Transport expense,478.42,UPI,Expense
2024-06-14,Food,Food expense,412.82,Net Banking,Expense
2024-06-15,Food,Food expense,454.88,Credit Card,Expense
2024-06-15,Food,Food expense,681.15,Credit Card,Expense
2024-06-16,Entertainment,Entertainment expense,1914.95,UPI,Expense
2024-06-16,Food,Food expense,517.5,Net Banking,Expense
2024-06-16,Rent,Rent expense,10410.69,Credit Card,Expense
2024-06-16,Transport,Transport expense,224.01,Cash,Expense
2024-06-17,Shopping,Shopping expense,3071.77,Debit Card,Expense
2024-06-17,Rent,Rent expense,8531.53,Credit Card,Expense
2024-06-17,Food,Food expense,51.75,Net Banking,Expense
2024-06-18,Others,Others expense,57.62,UPI,Expense
2024-06-18,Food,Food expense,285.95,Credit Card,Expense
2024-06-18,Entertainment,Entertainment expense,1927.99,Debit Card,Expense
2024-06-18,Entertainment,Entertainment expense,1412.06,UPI,Expense
2024-06-18,Bills,Bills expense,716.76,Net Banking,Expense
2024-06-19,Others,Others expense,1149.67,Debit Card,Expense
2024-06-20,Shopping,Shopping expense,3843.37,Cash,Expense
2024-06-20,Shopping,Shopping expense,3258.71,Cash,Expense
2024-06-20,Others,Others expense,1359.88,Credit Card,Expense
2024-06-20,Shopping,Shopping expense,3527.24,UPI,Expense
2024-06-20,Food,Food expense,552.44,Net Banking,Expense
2024-06-21,Food,Food expense,491.2,UPI,Expense
2024-06-21,Others,Others expense,855.92,Debit Card,Expense
2024-06-22,Rent,Rent expense,10189.98,UPI,Expense
2024-06-22,Food,Food expense,598.27,Net Banking,Expense
2024-06-22,Food,Food expense,136.46,UPI,Expense
2024-06-22,Transport,Transport expense,403.81,Debit Card,Expense
2024-06-22,Shopping,Shopping expense,463.44,Net Banking,Expense
2024-06-23,Rent,Rent expense,11657.04,Debit Card,Expense
2024-06-23,Shopping,Shopping expense,3320.8,UPI,Expense
2024-06-23,Transport,Transport expense,293.52,Net Banking,Expense
2024-06-23,Rent,Rent expense,14194.99,Debit Card,Expense
2024-06-24,Bills,Bills expense,1602.58,Cash,Expense
2024-06-25,Transport,Transport expense,299.04,UPI,Expense
2024-06-25,Entertainment,Entertainment expense,1122.96,Cash,Expense
2024-06-25,Shopping,Shopping expense,3741.71,Debit Card,Expense
2024-06-25,Bills,Bills expense,1567.04,Cash,Expense
2024-06-26,Health,Health expense,1786.52,Cash,Expense
2024-06-26,Rent,Rent expense,14932.39,Credit Card,Expense
2024-06-27,Food,Food expense,189.1,Debit Card,Expense
2024-06-27,Transport,Transport expense,468.32,Net Banking,Expense
2024-06-27,Food,Food expense,57.11,Net Banking,Expense
2024-06-27,Food,Food expense,116.41,Cash,Expense
2024-06-27,Food,Food expense,409.84,Cash,Expense
2024-06-28,Bills,Bills expense,1179.22,Net Banking,Expense
2024-06-28,Transport,Transport expense,73.1,Debit Card,Expense
2024-06-28,Transport,Transport expense,275.58,Debit Card,Expense
2024-06-28,Shopping,Shopping expense,216.06,Credit Card,Expense
2024-06-29,Rent,Rent expense,10079.02,Debit Card,Expense
2024-06-30,Health,Health expense,2919.1,Credit Card,Expense
2024-06-30,Bills,Bills expense,1193.16,Cash,Expense
2024-06-30,Education,Education expense,748.05,Net Banking,Expense
2024-06-30,Food,Food expense,343.72,Net Banking,Expense
2024-07-01,Food,Food expense,767.31,Debit Card,Expense
2024-07-01,Entertainment,Entertainment expense,592.07,UPI,Expense
2024-07-01,Bills,Bills expense,2955.83,Cash,Expense
2024-07-01,Health,Health expense,2483.03,Debit Card,Expense
2024-07-01,Salary,Monthly Salary,53181.0,Net Banking,Income
2024-07-02,Shopping,Shopping expense,1001.76,Cash,Expense
2024-07-02,Others,Others expense,385.92,Credit Card,Expense
2024-07-03,Education,Education expense,4073.06,Debit Card,Expense
2024-07-03,Shopping,Shopping expense,2660.9,Debit Card,Expense
2024-07-03,Food,Food expense,182.4,Debit Card,Expense
2024-07-04,Food,Food expense,189.83,Debit Card,Expense
2024-07-04,Entertainment,Entertainment expense,765.24,Net Banking,Expense
2024-07-04,Food,Food expense,776.83,UPI,Expense
2024-07-04,Health,Health expense,3725.46,Net Banking,Expense
2024-07-04,Others,Others expense,302.15,Credit Card,Expense
2024-07-05,Transport,Transport expense,386.37,Credit Card,Expense
2024-07-06,Shopping,Shopping expense,938.7,Cash,Expense
2024-07-06,Entertainment,Entertainment expense,526.44,Net Banking,Expense
2024-07-06,Food,Food expense,452.73,Credit Card,Expense
2024-07-06,Bills,Bills expense,1950.22,Cash,Expense
2024-07-07,Food,Food expense,708.1,Cash,Expense
2024-07-07,Food,Food expense,147.14,UPI,Expense
2024-07-07,Health,Health expense,3831.48,UPI,Expense
2024-07-07,Health,Health expense,3276.16,Debit Card,Expense
2024-07-08,Shopping,Shopping expense,2844.12,Cash,Expense
2024-07-08,Food,Food expense,356.34,Credit Card,Expense
2024-07-09,Transport,Transport expense,152.08,Net Banking,Expense
2024-07-09,Shopping,Shopping expense,2580.2,Debit Card,Expense
2024-07-09,Food,Food expense,215.14,Cash,Expense
2024-07-10,Shopping,Shopping expense,565.43,Net Banking,Expense
2024-07-10,Health,Health expense,2081.56,Debit Card,Expense
2024-07-10,Rent,Rent expense,12146.85,Cash,Expense
2024-07-10,Entertainment,Entertainment expense,760.84,Net Banking,Expense
2024-07-10,Shopping,Shopping expense,2915.51,Debit Card,Expense
2024-07-11,Food,Food expense,708.97,Cash,Expense
2024-07-11,Entertainment,Entertainment expense,1351.06,Debit Card,Expense
2024-07-11,Health,Health expense,3495.72,Debit Card,Expense
2024-07-12,Shopping,Shopping expense,4217.66,Credit Card,Expense
2024-07-12,Shopping,Shopping expense,3464.68,UPI,Expense
2024-07-12,Shopping,Shopping expense,3813.04,Credit Card,Expense
2024-07-13,Food,Food expense,710.65,UPI,Expense
2024-07-13,Health,Health expense,311.14,Net Banking,Expense
2024-07-13,Entertainment,Entertainment expense,344.85,Credit Card,Expense
2024-07-14,Transport,Transport expense,379.45,Credit Card,Expense
2024-07-14,Food,Food expense,663.48,Cash,Expense
2024-07-15,Entertainment,Entertainment expense,1064.19,Net Banking,Expense
2024-07-15,Food,Food expense,265.28,Net Banking,Expense
2024-07-15,Shopping,Shopping expense,4909.69,Net Banking,Expense
2024-07-16,Shopping,Shopping expense,1447.06,UPI,Expense
2024-07-16,Shopping,Shopping expense,2791.93,Credit Card,Expense
2024-07-16,Entertainment,Entertainment expense,303.26,Debit Card,Expense
2024-07-17,Entertainment,Entertainment expense,1128.41,Debit Card,Expense
2024-07-17,Others,Others expense,545.71,Credit Card,Expense
2024-07-18,Shopping,Shopping expense,4673.73,UPI,Expense
2024-07-18,Food,Food expense,752.92,Net Banking,Expense
2024-07-18,Shopping,Shopping expense,525.62,Credit Card,Expense
2024-07-19,Transport,Transport expense,362.84,UPI,Expense
2024-07-19,Food,Food expense,486.63,UPI,Expense
2024-07-19,Transport,Transport expense,321.83,Net Banking,Expense
2024-07-20,Food,Food expense,703.65,Credit Card,Expense
2024-07-20,Others,Others expense,1454.87,Cash,Expense
2024-07-20,Shopping,Shopping expense,824.41,UPI,Expense
2024-07-21,Entertainment,Entertainment expense,146.72,Net Banking,Expense
2024-07-22,Food,Food expense,292.71,Cash,Expense
2024-07-22,Rent,Rent expense,13392.85,Cash,Expense
2024-07-22,Shopping,Shopping expense,2340.33,Cash,Expense
2024-07-23,Food,Food expense,797.84,Credit Card,Expense
2024-07-23,Transport,Transport expense,242.15,UPI,Expense
2024-07-23,Food,Food expense,646.11,Debit Card,Expense
2024-07-24,Shopping,Shopping expense,1259.69,UPI,Expense
2024-07-24,Food,Food expense,560.37,UPI,Expense
2024-07-24,Shopping,Shopping expense,1511.65,Cash,Expense
2024-07-24,Others,Others expense,269.03,Cash,Expense
2024-07-25,Transport,Transport expense,473.5,Net Banking,Expense
2024-07-26,Transport,Transport expense,330.11,Credit Card,Expense
2024-07-27,Transport,Transport expense,158.88,Net Banking,Expense
2024-07-27,Others,Others expense,643.53,Debit Card,Expense
2024-07-28,Health,Health expense,1073.83,Credit Card,Expense
2024-07-29,Food,Food expense,73.35,Net Banking,Expense
2024-07-30,Shopping,Shopping expense,1968.93,Net Banking,Expense
2024-07-30,Health,Health expense,1998.2,Net Banking,Expense
2024-07-30,Others,Others expense,319.01,Net Banking,Expense
2024-07-30,Health,Health expense,3151.07,Credit Card,Expense
2024-07-31,Entertainment,Entertainment expense,1705.09,Cash,Expense
2024-07-31,Entertainment,Entertainment expense,1289.82,Cash,Expense
2024-07-31,Food,Food expense,74.39,Cash,Expense
2024-07-31,Education,Education expense,3891.58,Debit Card,Expense
2024-07-31,Entertainment,Entertainment expense,1014.89,Net Banking,Expense
2024-08-01,Food,Food expense,143.89,Debit Card,Expense
2024-08-01,Shopping,Shopping expense,2265.47,Net Banking,Expense
2024-08-01,Food,Food expense,418.7,Net Banking,Expense
2024-08-01,Food,Food expense,486.48,UPI,Expense
2024-08-01,Salary,Monthly Salary,48116.0,Net Banking,Income
2024-08-02,Bills,Bills expense,1583.12,UPI,Expense
2024-08-02,Others,Others expense,266.89,Credit Card,Expense
2024-08-02,Rent,Rent expense,12763.2,Credit Card,Expense
2024-08-02,Transport,Transport expense,488.11,Debit Card,Expense
2024-08-02,Shopping,Shopping expense,3353.52,UPI,Expense
2024-08-03,Entertainment,Entertainment expense,1910.03,Credit Card,Expense
2024-08-03,Education,Education expense,4483.57,Credit Card,Expense
2024-08-04,Shopping,Shopping expense,900.43,UPI,Expense
2024-08-04,Food,Food expense,478.18,Credit Card,Expense
2024-08-04,Food,Food expense,411.77,UPI,Expense
2024-08-04,Food,Food expense,309.51,Cash,Expense
2024-08-04,Entertainment,Entertainment expense,1888.35,Cash,Expense
2024-08-05,Food,Food expense,450.68,Cash,Expense
2024-08-05,Health,Health expense,513.53,Debit Card,Expense
2024-08-05,Entertainment,Entertainment expense,779.82,UPI,Expense
2024-08-05,Transport,Transport expense,489.41,Credit Card,Expense
2024-08-05,Food,Food expense,569.9,Debit Card,Expense
2024-08-06,Entertainment,Entertainment expense,178.25,Cash,Expense
2024-08-06,Shopping,Shopping expense,4767.44,UPI,Expense
2024-08-06,Food,Food expense,722.17,Credit Card,Expense
2024-08-07,Bills,Bills expense,2041.51,Net Banking,Expense
2024-08-07,Shopping,Shopping expense,1634.41,Credit Card,Expense
2024-08-07,Education,Education expense,5710.43,Cash,Expense
2024-08-08,Shopping,Shopping expense,3960.43,Net Banking,Expense
2024-08-09,Shopping,Shopping expense,2525.11,Credit Card,Expense
2024-08-09,Shopping,Shopping expense,2854.41,Debit Card,Expense
2024-08-10,Bills,Bills expense,2459.58,UPI,Expense
2024-08-10,Rent,Rent expense,8285.28,UPI,Expense
2024-08-11,Food,Food expense,378.96,Debit Card,Expense
2024-08-11,Shopping,Shopping expense,3047.74,Net Banking,Expense
2024-08-12,Shopping,Shopping expense,2500.54,Debit Card,Expense
2024-08-12,Shopping,Shopping expense,1779.28,Cash,Expense
2024-08-12,Rent,Rent expense,13209.95,UPI,Expense
2024-08-12,Health,Health expense,1847.89,Cash,Expense
2024-08-12,Food,Food expense,171.25,Debit Card,Expense
2024-08-13,Food,Food expense,539.95,Debit Card,Expense
2024-08-13,Transport,Transport expense,284.96,Net Banking,Expense
2024-08-13,Rent,Rent expense,8570.69,Net Banking,Expense
2024-08-13,Transport,Transport expense,133.66,Cash,Expense
2024-08-14,Transport,Transport expense,125.68,UPI,Expense
2024-08-14,Entertainment,Entertainment expense,430.97,Net Banking,Expense
2024-08-14,Others,Others expense,653.07,UPI,Expense
2024-08-14,Entertainment,Entertainment expense,1294.65,Cash,Expense
2024-08-15,Shopping,Shopping expense,3885.07,Net Banking,Expense
2024-08-15,Bills,Bills expense,1858.25,Debit Card,Expense
2024-08-15,Bills,Bills expense,1970.15,UPI,Expense
2024-08-16,Food,Food expense,346.64,Credit Card,Expense
2024-08-17,Shopping,Shopping expense,3069.07,Net Banking,Expense
2024-08-17,Entertainment,Entertainment expense,1344.52,UPI,Expense
2024-08-17,Others,Others expense,461.59,Debit Card,Expense
2024-08-17,Transport,Transport expense,210.41,Net Banking,Expense
2024-08-17,Rent,Rent expense,13851.99,UPI,Expense
2024-08-18,Food,Food expense,632.0,Cash,Expense
2024-08-18,Transport,Transport expense,312.87,Net Banking,Expense
2024-08-19,Shopping,Shopping expense,1989.67,Debit Card,Expense
2024-08-19,Bills,Bills expense,1532.58,Credit Card,Expense
2024-08-19,Food,Food expense,377.87,Net Banking,Expense
2024-08-19,Food,Food expense,353.77,Cash,Expense
2024-08-20,Bills,Bills expense,1948.54,UPI,Expense
2024-08-20,Shopping,Shopping expense,657.26,Cash,Expense
2024-08-20,Shopping,Shopping expense,1698.31,Debit Card,Expense
2024-08-20,Transport,Transport expense,433.25,Cash,Expense
2024-08-21,Food,Food expense,491.31,Debit Card,Expense
2024-08-21,Bills,Bills expense,1491.65,UPI,Expense
2024-08-21,Food,Food expense,226.01,Credit Card,Expense
2024-08-22,Health,Health expense,1879.69,Cash,Expense
2024-08-22,Transport,Transport expense,240.93,Cash,Expense
2024-08-22,Shopping,Shopping expense,899.63,Debit Card,Expense
2024-08-23,Transport,Transport expense,306.31,Net Banking,Expense
2024-08-23,Education,Education expense,1888.9,UPI,Expense
2024-08-23,Transport,Transport expense,208.3,Cash,Expense
2024-08-23,Shopping,Shopping expense,1912.31,UPI,Expense
2024-08-24,Bills,Bills expense,2454.48,Debit Card,Expense
2024-08-24,Shopping,Shopping expense,2342.57,Debit Card,Expense
2024-08-24,Health,Health expense,2320.93,UPI,Expense
2024-08-25,Bills,Bills expense,585.47,Net Banking,Expense
2024-08-25,Others,Others expense,228.31,UPI,Expense
2024-08-25,Food,Food expense,88.77,Net Banking,Expense
2024-08-25,Shopping,Shopping expense,1278.57,Cash,Expense
2024-08-26,Food,Food expense,116.42,UPI,Expense
2024-08-26,Food,Food expense,488.5,Credit Card,Expense
2024-08-26,Shopping,Shopping expense,2107.42,Net Banking,Expense
2024-08-26,Rent,Rent expense,12801.77,Debit Card,Expense
2024-08-27,Food,Food expense,292.35,Cash,Expense
2024-08-27,Others,Others expense,891.16,Cash,Expense
2024-08-27,Food,Food expense,441.3,UPI,Expense
2024-08-27,Transport,Transport expense,280.16,Credit Card,Expense
2024-08-27,Food,Food expense,149.54,Debit Card,Expense
2024-08-28,Food,Food expense,754.86,Credit Card,Expense
2024-08-28,Shopping,Shopping expense,979.43,Debit Card,Expense
2024-08-28,Food,Food expense,598.12,Cash,Expense
2024-08-28,Food,Food expense,225.92,Cash,Expense
2024-08-28,Others,Others expense,420.19,UPI,Expense
2024-08-29,Shopping,Shopping expense,4897.43,Net Banking,Expense
2024-08-30,Transport,Transport expense,38.23,Credit Card,Expense
2024-08-30,Food,Food expense,673.16,Debit Card,Expense
2024-08-31,Health,Health expense,3120.37,UPI,Expense
2024-08-31,Food,Food expense,646.63,Net Banking,Expense
2024-08-31,Education,Education expense,3803.35,Cash,Expense
2024-08-31,Education,Education expense,5047.61,UPI,Expense
2024-08-31,Shopping,Shopping expense,2970.49,Credit Card,Expense
2024-09-01,Transport,Transport expense,104.87,Cash,Expense
2024-09-01,Salary,Monthly Salary,48703.0,Net Banking,Income
2024-09-02,Food,Food expense,782.88,Credit Card,Expense
2024-09-03,Transport,Transport expense,439.25,Debit Card,Expense
2024-09-03,Entertainment,Entertainment expense,1177.33,Net Banking,Expense
2024-09-03,Shopping,Shopping expense,4416.87,Debit Card,Expense
2024-09-03,Transport,Transport expense,183.71,Cash,Expense
2024-09-04,Shopping,Shopping expense,4077.66,Cash,Expense
2024-09-04,Entertainment,Entertainment expense,1615.85,Credit Card,Expense
2024-09-04,Transport,Transport expense,414.38,Cash,Expense
2024-09-04,Food,Food expense,458.37,Net Banking,Expense
2024-09-05,Food,Food expense,293.44,Cash,Expense
2024-09-05,Transport,Transport expense,216.2,Credit Card,Expense
2024-09-06,Shopping,Shopping expense,2065.08,Net Banking,Expense
2024-09-06,Transport,Transport expense,141.65,Credit Card,Expense
2024-09-06,Transport,Transport expense,136.82,UPI,Expense
2024-09-06,Food,Food expense,502.59,Debit Card,Expense
2024-09-06,Shopping,Shopping expense,3173.55,Cash,Expense
2024-09-07,Rent,Rent expense,10658.5,Net Banking,Expense
2024-09-07,Health,Health expense,2172.51,Debit Card,Expense
2024-09-07,Rent,Rent expense,8179.49,UPI,Expense
2024-09-08,Transport,Transport expense,208.69,Debit Card,Expense
2024-09-08,Transport,Transport expense,302.68,Net Banking,Expense
2024-09-08,Bills,Bills expense,2019.76,Net Banking,Expense
2024-09-09,Entertainment,Entertainment expense,1644.67,Credit Card,Expense
2024-09-09,Shopping,Shopping expense,4786.51,Cash,Expense
2024-09-09,Food,Food expense,196.83,Net Banking,Expense
2024-09-09,Food,Food expense,535.61,Cash,Expense
2024-09-10,Health,Health expense,1125.23,Debit Card,Expense
2024-09-10,Education,Education expense,831.47,Net Banking,Expense
2024-09-10,Education,Education expense,2433.92,Net Banking,Expense
2024-09-11,Food,Food expense,414.4,Cash,Expense
2024-09-11,Food,Food expense,263.65,Debit Card,Expense
2024-09-11,Transport,Transport expense,407.42,Credit Card,Expense
2024-09-11,Bills,Bills expense,1278.27,Credit Card,Expense
2024-09-12,Shopping,Shopping expense,3637.52,Cash,Expense
2024-09-12,Food,Food expense,360.16,Credit Card,Expense
2024-09-12,Food,Food expense,185.86,Cash,Expense
2024-09-12,Shopping,Shopping expense,1070.9,UPI,Expense
2024-09-12,Bills,Bills expense,2272.62,Debit Card,Expense
2024-09-13,Food,Food expense,475.48,Cash,Expense
2024-09-13,Food,Food expense,772.2,Cash,Expense
2024-09-13,Rent,Rent expense,13641.95,Credit Card,Expense
2024-09-13,Bills,Bills expense,608.53,Cash,Expense
2024-09-14,Shopping,Shopping expense,4766.74,Credit Card,Expense
2024-09-15,Shopping,Shopping expense,4132.11,Net Banking,Expense
2024-09-15,Health,Health expense,1066.7,Debit Card,Expense
2024-09-15,Food,Food expense,508.24,UPI,Expense
2024-09-15,Transport,Transport expense,424.73,Cash,Expense
2024-09-15,Education,Education expense,2443.82,UPI,Expense
2024-09-16,Food,Food expense,635.39,Cash,Expense
2024-09-16,Food,Food expense,666.96,UPI,Expense
2024-09-16,Transport,Transport expense,343.75,Credit Card,Expense
2024-09-16,Food,Food expense,517.89,Cash,Expense
2024-09-16,Rent,Rent expense,12106.26,Credit Card,Expense
2024-09-17,Food,Food expense,602.66,Cash,Expense
2024-09-18,Health,Health expense,1023.61,Debit Card,Expense
2024-09-18,Food,Food expense,67.73,Net Banking,Expense
2024-09-18,Shopping,Shopping expense,3114.05,Cash,Expense
2024-09-19,Bills,Bills expense,1079.87,Debit Card,Expense
2024-09-20,Transport,Transport expense,309.4,Cash,Expense
2024-09-20,Rent,Rent expense,14914.5,Debit Card,Expense
2024-09-20,Food,Food expense,571.36,Cash,Expense
2024-09-20,Transport,Transport expense,231.25,Net Banking,Expense
2024-09-20,Shopping,Shopping expense,3523.69,UPI,Expense
2024-09-21,Others,Others expense,236.17,UPI,Expense
2024-09-21,Food,Food expense,593.25,Credit Card,Expense
2024-09-21,Bills,Bills expense,1185.4,Debit Card,Expense
2024-09-21,Food,Food expense,114.24,Credit Card,Expense
2024-09-21,Health,Health expense,929.1,UPI,Expense
2024-09-22,Transport,Transport expense,136.53,UPI,Expense
2024-09-22,Transport,Transport expense,62.63,UPI,Expense
2024-09-22,Bills,Bills expense,669.03,Cash,Expense
2024-09-22,Entertainment,Entertainment expense,544.05,Credit Card,Expense
2024-09-23,Bills,Bills expense,2700.2,UPI,Expense
2024-09-23,Shopping,Shopping expense,2758.2,UPI,Expense
2024-09-23,Transport,Transport expense,186.51,Debit Card,Expense
2024-09-24,Shopping,Shopping expense,4971.87,Debit Card,Expense
2024-09-25,Shopping,Shopping expense,2877.36,Debit Card,Expense
2024-09-25,Shopping,Shopping expense,2432.99,Cash,Expense
2024-09-25,Food,Food expense,471.72,Credit Card,Expense
2024-09-26,Others,Others expense,304.19,Net Banking,Expense
2024-09-26,Shopping,Shopping expense,1164.48,Cash,Expense
2024-09-27,Bills,Bills expense,741.69,Credit Card,Expense
2024-09-27,Rent,Rent expense,13293.14,Credit Card,Expense
2024-09-27,Transport,Transport expense,342.51,Credit Card,Expense
2024-09-27,Entertainment,Entertainment expense,1861.64,UPI,Expense
2024-09-27,Food,Food expense,349.49,Net Banking,Expense
2024-09-28,Food,Food expense,794.36,Net Banking,Expense
2024-09-28,Education,Education expense,3469.76,Credit Card,Expense
2024-09-28,Entertainment,Entertainment expense,1089.82,Cash,Expense
2024-09-28,Shopping,Shopping expense,627.8,Net Banking,Expense
2024-09-29,Entertainment,Entertainment expense,342.66,Credit Card,Expense
2024-09-29,Entertainment,Entertainment expense,1585.85,Cash,Expense
2024-09-30,Shopping,Shopping expense,373.57,Cash,Expense
2024-09-30,Transport,Transport expense,153.66,Debit Card,Expense
2024-09-30,Transport,Transport expense,71.19,UPI,Expense
2024-10-01,Education,Education expense,3545.91,Debit Card,Expense
2024-10-01,Transport,Transport expense,216.58,Net Banking,Expense
2024-10-01,Transport,Transport expense,312.28,Credit Card,Expense
2024-10-01,Bills,Bills expense,2798.48,UPI,Expense
2024-10-01,Salary,Monthly Salary,50190.0,Net Banking,Income
2024-10-02,Others,Others expense,1284.57,Debit Card,Expense
2024-10-02,Food,Food expense,747.95,Net Banking,Expense
2024-10-02,Food,Food expense,663.09,Debit Card,Expense
2024-10-02,Transport,Transport expense,442.65,Cash,Expense
2024-10-03,Health,Health expense,3262.52,Cash,Expense
2024-10-03,Entertainment,Entertainment expense,678.89,Debit Card,Expense
2024-10-03,Food,Food expense,352.24,Credit Card,Expense
2024-10-04,Food,Food expense,571.21,Cash,Expense
2024-10-04,Transport,Transport expense,488.54,UPI,Expense
2024-10-04,Shopping,Shopping expense,4147.91,Credit Card,Expense
2024-10-04,Food,Food expense,696.51,Cash,Expense
2024-10-05,Education,Education expense,3178.84,Debit Card,Expense
2024-10-05,Shopping,Shopping expense,3871.09,Net Banking,Expense
2024-10-05,Food,Food expense,426.92,Debit Card,Expense
2024-10-05,Transport,Transport expense,98.8,Debit Card,Expense
2024-10-05,Transport,Transport expense,62.04,UPI,Expense
2024-10-06,Food,Food expense,151.37,Debit Card,Expense
2024-10-06,Others,Others expense,846.82,UPI,Expense
2024-10-06,Others,Others expense,677.12,Net Banking,Expense
2024-10-06,Transport,Transport expense,267.89,UPI,Expense
2024-10-07,Transport,Transport expense,79.66,Cash,Expense
2024-10-07,Shopping,Shopping expense,1236.98,Debit Card,Expense
2024-10-07,Shopping,Shopping expense,3320.97,Credit Card,Expense
2024-10-07,Food,Food expense,96.01,Net Banking,Expense
2024-10-07,Entertainment,Entertainment expense,973.62,Debit Card,Expense
2024-10-08,Food,Food expense,796.15,Credit Card,Expense
2024-10-08,Food,Food expense,571.28,Net Banking,Expense
2024-10-09,Others,Others expense,396.81,Credit Card,Expense
2024-10-09,Food,Food expense,141.04,UPI,Expense
2024-10-09,Transport,Transport expense,77.49,UPI,Expense
2024-10-10,Shopping,Shopping expense,499.0,Cash,Expense
2024-10-10,Bills,Bills expense,2991.74,UPI,Expense
2024-10-10,Entertainment,Entertainment expense,1268.92,Net Banking,Expense
2024-10-11,Transport,Transport expense,323.23,Credit Card,Expense
2024-10-11,Bills,Bills expense,1565.21,UPI,Expense
2024-10-11,Food,Food expense,714.95,Debit Card,Expense
2024-10-12,Transport,Transport expense,121.47,Cash,Expense
2024-10-12,Transport,Transport expense,224.64,Credit Card,Expense
2024-10-12,Entertainment,Entertainment expense,1493.87,Credit Card,Expense
2024-10-13,Entertainment,Entertainment expense,120.96,Net Banking,Expense
2024-10-13,Transport,Transport expense,256.23,Debit Card,Expense
2024-10-14,Food,Food expense,244.86,Net Banking,Expense
2024-10-14,Entertainment,Entertainment expense,360.51,Debit Card,Expense
2024-10-14,Bills,Bills expense,1038.0,Credit Card,Expense
2024-10-14,Food,Food expense,230.9,Debit Card,Expense
2024-10-14,Others,Others expense,1212.23,Cash,Expense
2024-10-15,Others,Others expense,757.39,Debit Card,Expense
2024-10-15,Food,Food expense,460.97,UPI,Expense
2024-10-15,Rent,Rent expense,13910.5,Cash,Expense
2024-10-16,Food,Food expense,416.18,Credit Card,Expense
2024-10-17,Food,Food expense,293.51,Cash,Expense
2024-10-17,Shopping,Shopping expense,2484.89,Net Banking,Expense
2024-10-18,Transport,Transport expense,215.4,UPI,Expense
2024-10-18,Rent,Rent expense,13495.12,Cash,Expense
2024-10-18,Health,Health expense,3830.27,UPI,Expense
2024-10-19,Entertainment,Entertainment expense,699.27,Net Banking,Expense
2024-10-19,Shopping,Shopping expense,2300.49,UPI,Expense
2024-10-19,Food,Food expense,680.65,Cash,Expense
2024-10-20,Food,Food expense,726.32,Debit Card,Expense
2024-10-20,Rent,Rent expense,12460.41,Net Banking,Expense
2024-10-20,Shopping,Shopping expense,4496.57,Cash,Expense
2024-10-21,Shopping,Shopping expense,3146.88,UPI,Expense
2024-10-21,Food,Food expense,438.81,Credit Card,Expense
2024-10-21,Food,Food expense,603.08,Cash,Expense
2024-10-22,Bills,Bills expense,2200.57,Net Banking,Expense
2024-10-23,Food,Food expense,113.59,Debit Card,Expense
2024-10-23,Shopping,Shopping expense,546.0,Net Banking,Expense
2024-10-23,Food,Food expense,59.08,Credit Card,Expense
2024-10-23,Others,Others expense,1119.39,UPI,Expense
2024-10-23,Transport,Transport expense,169.37,Cash,Expense
2024-10-24,Transport,Transport expense,394.09,Cash,Expense
2024-10-24,Shopping,Shopping expense,1088.94,UPI,Expense
2024-10-24,Food,Food expense,123.8,Credit Card,Expense
2024-10-25,Shopping,Shopping expense,3868.99,UPI,Expense
2024-10-26,Food,Food expense,65.71,Cash,Expense
2024-10-26,Food,Food expense,775.9,UPI,Expense
2024-10-26,Food,Food expense,626.92,UPI,Expense
2024-10-27,Shopping,Shopping expense,2033.31,Net Banking,Expense
